X1,surveyID,P_type,verif_ans,P_sentence,clear_responses,ispo
279,3oa8oht020201103,DOI,n,The captain gave the old sailor they spare life jacket.,They give a surprise party.,1
280,3oa8oht020201103,POI,n,The swimmer handed the towel to they driver.,She hands him a paintbrush.,0
281,3r2ryu3720201113,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gives the patient food.,0
282,3r2ryu3720201113,POI,n,The builder showed the blueprints to they new client.,The children show the teacher their drawing.,0
283,3r2ryu3720201113,DOI,n,The disgruntled employee gave the manager them long letter.,The officer is giving the person a ticket.,0
284,3r2ryu3720201113,POI,n,The millionaire gave the valuable painting to they struggling artist.,The student is giving her teacher flowers.,0
285,3r2ryu3720201113,DOC,y,The teacher handed the student the certificate.,The boy is handing the singer a guitar.,0
286,3r2ryu3720201113,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl is handing the boy the plate.,0
287,3r2ryu3720201113,DOI,n,The captain gave the old sailor they spare life jacket.,The parents gave their son a cake.,0
288,3r2ryu3720201113,POC,y,The travel agent gave the last ticket to the young fan.,The boy gave the girl a Valentines Day card.,0
289,3r2ryu3720201113,DOI,n,The secretary handed the manager they invoice.,The librarian handed the child a book.,0
290,3r2ryu3720201113,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gave the teapot to the soldier.,1
291,3r2ryu3720201113,DOI,n,The photographer showed the editor them finished proofs.,The salesman showed the couple a car.,0
292,3r2ryu3720201113,POI,n,The swimmer handed the towel to they driver.,The girl handed a paintbrush to the painter.,1
293,3r2ryu3720201113,DOC,y,The woman gave the new neighbor the rusty bike.,The man gave the girl a gift.,0
294,3r2ryu3720201113,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress handed the man a menu.,0
295,3r2ryu3720201113,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse handed the doctor a stethescope.,0
296,3r2ryu3720201113,POC,y,The architect showed the model of the building to the architect.,The woman showed the dress to the man.,1
297,3r2ryu3720201113,DOC,y,The happy child showed her father the coloring book.,The man showed the judge some evidence.,0
298,3r2ryu3720201113,POC,y,The mother gave the expensive toy to the hungry toddler.,The waitress gave the cane to the chef.,1
299,3r2ryu3720201113,DOC,y,The bartender handed the customer the cocktail.,The man handed the clown a hat.,0
300,3r2ryu3720201113,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl handed the boy a letter for the sign.,0
301,3snwhrt620201123,DOI,n,The secretary handed the manager they invoice.,The librarian handed him a book,0
302,3snwhrt620201123,POI,n,The builder showed the blueprints to they new client.,They showed the teacher,0
303,3snwhrt620201123,DOI,n,The photographer showed the editor them finished proofs.,He was showing them a car,0
304,3snwhrt620201123,POC,y,The travel agent gave the last ticket to the young fan.,The heart was given to the girl,NA
305,3snwhrt620201123,DOI,n,The captain gave the old sailor they spare life jacket.,The grandma was given a cake,NA
306,3snwhrt620201123,POI,n,The swimmer handed the towel to they driver.,She handed him a paintbrush,0
307,3snwhrt620201123,DOC,y,The teacher handed the student the certificate.,The boy handed him the guitar,0
308,3snwhrt620201123,POC,y,The mother gave the expensive toy to the hungry toddler.,The chef was given a cane,NA
309,3snwhrt620201123,DOC,y,The woman gave the new neighbor the rusty bike.,The girl was given a present,NA
310,3snwhrt620201123,POC,y,The architect showed the model of the building to the architect.,She showed him her dress,0
311,3snwhrt620201123,DOI,n,The disgruntled employee gave the manager them long letter.,The driver was given a ticket,NA
312,3snwhrt620201123,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waiter handed him a menu,0
313,3snwhrt620201123,DOC,y,The happy child showed her father the coloring book.,The man was showing the judge evidence,0
314,3snwhrt620201123,POI,n,The millionaire gave the valuable painting to they struggling artist.,The teacher was given a flower,NA
315,3snwhrt620201123,DOC,y,The bartender handed the customer the cocktail.,He handed the clown a hat,0
316,3snwhrt620201123,POI,n,The researcher gave the detailed results to them experienced surgeon.,He was given a teapot,NA
317,3snwhrt620201123,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The sick man was given food,0
318,3snwhrt620201123,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She handed him a disk,0
319,3snwhrt620201123,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse handed him a stethoscope,0
320,3snwhrt620201123,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl handed the boy chalk,0
321,3t6e4bdy20201116,DOC,y,The teacher handed the student the certificate.,He handed the singer a guitar,0
322,3t6e4bdy20201116,POC,y,The good looking bartender handed free drinks to the girls at the bar.,She handed the letter to the boy,1
323,3t6e4bdy20201116,DOI,n,The captain gave the old sailor they spare life jacket.,His parents gave him a birthday cake,0
324,3t6e4bdy20201116,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress handed the customer a menu,0
325,3t6e4bdy20201116,DOI,n,The disgruntled employee gave the manager them long letter.,The officer is giving him a ticket,0
326,3t6e4bdy20201116,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor is giving tea to the soldier,1
327,3t6e4bdy20201116,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gives the patient his food,0
328,3t6e4bdy20201116,POC,y,The travel agent gave the last ticket to the young fan.,The boy gives his crush a note,0
329,3t6e4bdy20201116,DOI,n,The secretary handed the manager they invoice.,The librarian hands the boy a book,0
330,3t6e4bdy20201116,POI,n,The swimmer handed the towel to they driver.,She hands the paintbrush to the painter,1
331,3t6e4bdy20201116,DOC,y,The woman gave the new neighbor the rusty bike.,The father gives his daughter a present,0
332,3t6e4bdy20201116,POC,y,The architect showed the model of the building to the architect.,She shows the man her dress,0
333,3t6e4bdy20201116,DOC,y,The bartender handed the customer the cocktail.,The man hands a clown his hat,0
334,3t6e4bdy20201116,POI,n,The builder showed the blueprints to they new client.,The students show their drawings to the class,0
335,3t6e4bdy20201116,DOC,y,The happy child showed her father the coloring book.,The lawyer shows the judge evidence,0
336,3t6e4bdy20201116,POI,n,The millionaire gave the valuable painting to they struggling artist.,The student gives the teacher flowers,0
337,3t6e4bdy20201116,DOI,n,The photographer showed the editor them finished proofs.,The salesman shows customers a car,0
338,3t6e4bdy20201116,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She hands a plate to the man,1
339,3t6e4bdy20201116,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse hands the doctor a stethoscope,0
340,3t6e4bdy20201116,POC,y,The mother gave the expensive toy to the hungry toddler.,The waitress gives the chef a cane,0
341,4keyrr2d20201120,DOC,y,The bartender handed the customer the cocktail.,the man hands the clown a hat,0
342,4keyrr2d20201120,POC,y,The architect showed the model of the building to the architect.,the person showed the man a dress,0
343,4keyrr2d20201120,DOI,n,The captain gave the old sailor they spare life jacket.,the people gave their friend a cake,0
344,4keyrr2d20201120,POC,y,The good looking bartender handed free drinks to the girls at the bar.,the girl handed it to her classmate,1
345,4keyrr2d20201120,DOC,y,The happy child showed her father the coloring book.,the man showed his gun,1
346,4keyrr2d20201120,POC,y,The travel agent gave the last ticket to the young fan.,they gave their friend a heart,0
347,4keyrr2d20201120,DOI,n,The disgruntled employee gave the manager them long letter.,the cop gave him a ticket,0
348,4keyrr2d20201120,POI,n,The builder showed the blueprints to they new client.,they showed the teacher their picture,0
349,4keyrr2d20201120,DOI,n,The photographer showed the editor them finished proofs.,he showed them the car,0
350,4keyrr2d20201120,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,she handed it to him,1
351,4keyrr2d20201120,DOI,n,The secretary handed the manager they invoice.,she handed him the book,0
352,4keyrr2d20201120,POI,n,The swimmer handed the towel to they driver.,she handed him the paintbrush,0
353,4keyrr2d20201120,DOC,y,The teacher handed the student the certificate.,he handed him the guitar,0
354,4keyrr2d20201120,POC,y,The mother gave the expensive toy to the hungry toddler.,she gave him the cane,0
355,4keyrr2d20201120,DOI,n,The spy handed the double agent them submarine blueprints.,she handed it to him,1
356,4keyrr2d20201120,POI,n,The millionaire gave the valuable painting to they struggling artist.,she gave her the flowers,0
357,4keyrr2d20201120,DOC,y,The fashion designer gave the famous journalist the pink jacket.,she gave it to the patient,1
358,4keyrr2d20201120,POI,n,The researcher gave the detailed results to them experienced surgeon.,he gave him the coffee,0
359,4keyrr2d20201120,DOC,y,The woman gave the new neighbor the rusty bike.,he gave her the gift,0
360,4keyrr2d20201120,POC,y,The mean neighbor handed a nasty note to the woman next door.,she handed them the menu,0
361,4mp9c1lx20201102,DOC,y,The happy child showed her father the coloring book.,The man was showing the judge a gun.,0
362,4mp9c1lx20201102,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl was handing a frisbee to the man.,1
363,4mp9c1lx20201102,DOC,y,The teacher handed the student the certificate.,The woman is handing a guitar to the man.,1
364,4mp9c1lx20201102,POI,n,The builder showed the blueprints to they new client.,The kids were showing the teacher a picture.,0
365,4mp9c1lx20201102,DOI,n,The disgruntled employee gave the manager them long letter.,The cop was giving the driver a ticket.,0
366,4mp9c1lx20201102,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl is giving a flower to the teacher.,1
367,4mp9c1lx20201102,DOC,y,The woman gave the new neighbor the rusty bike.,The man gave a present to the girl.,1
368,4mp9c1lx20201102,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl was handing the boy the letters.,0
369,4mp9c1lx20201102,DOI,n,The captain gave the old sailor they spare life jacket.,The people are giving them a birthday cake.,0
370,4mp9c1lx20201102,POC,y,The mother gave the expensive toy to the hungry toddler.,The waitress is giving a cane to the chief.,1
371,4mp9c1lx20201102,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse is handing the doctor the slidescope.,0
372,4mp9c1lx20201102,POI,n,The swimmer handed the towel to they driver.,The girl handed the painter a brush.,0
373,4mp9c1lx20201102,DOI,n,The photographer showed the editor them finished proofs.,The man is showing the couple a car.,0
374,4mp9c1lx20201102,POC,y,The architect showed the model of the building to the architect.,The woman is showing a dress to the man.,1
375,4mp9c1lx20201102,DOI,n,The secretary handed the manager they invoice.,The librarian hands a book to the boy.,1
376,4mp9c1lx20201102,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress hands the menu to the man.,1
377,4mp9c1lx20201102,DOC,y,The bartender handed the customer the cocktail.,The man handed a hat to the clown.,1
378,4mp9c1lx20201102,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gives a teapot to the soldier.,1
379,4mp9c1lx20201102,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse is giving medicine to the patient.,1
